sample,total_offspring_1,total_offspring_2,total_offspring_3,total_offspring_4,date_starved,condition,strain,set,date_mother_on_plate,days_to_starvation,replicate,avg_total_offspring,mean.x,sd.x,lifetime_mean,null.value,estimate,conf.low,conf.high,p.adj,p.adj.signif,group1,group2
ABZ.G.S3.R8,88,84,94,95,7/11/23,albendazole,ECA2688,3,7/5/23,6,8,90.25,81.95,18.49579532,226.1,0,1.375,-16.15321209,18.90321209,1,ns,ECA2688,N2
ABZ.G.S3.R9,82,76,82,90,7/11/23,albendazole,ECA2688,3,7/5/23,6,9,82.5,81.95,18.49579532,226.1,0,1.375,-16.15321209,18.90321209,1,ns,ECA2688,N2
ABZ.G.S3.R10,95,96,105,102,7/12/23,albendazole,ECA2688,3,7/5/23,7,10,99.5,81.95,18.49579532,226.1,0,1.375,-16.15321209,18.90321209,1,ns,ECA2688,N2
ABZ.H.S3.R1,32,31,43,36,7/13/23,albendazole,ECA2689,3,7/5/23,8,1,35.5,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R2,16,15,20,20,7/13/23,albendazole,ECA2689,3,7/5/23,8,2,17.75,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R3,43,40,51,45,7/13/23,albendazole,ECA2689,3,7/5/23,8,3,44.75,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R4,34,30,33,35,7/13/23,albendazole,ECA2689,3,7/5/23,8,4,33,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R5,43,46,47,43,7/13/23,albendazole,ECA2689,3,7/5/23,8,5,44.75,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R6,50,46,49,52,7/12/23,albendazole,ECA2689,3,7/5/23,7,6,49.25,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R7,43,44,44,46,7/13/23,albendazole,ECA2689,3,7/5/23,8,7,44.25,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R8,34,33,35,36,7/12/23,albendazole,ECA2689,3,7/5/23,7,8,34.5,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R9,38,37,39,40,7/12/23,albendazole,ECA2689,3,7/5/23,7,9,38.5,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.H.S3.R10,40,40,41,44,7/12/23,albendazole,ECA2689,3,7/5/23,7,10,41.25,38.35,8.943650758,177.25,0,44.975,27.44678791,62.50321209,1.42e-10,****,ECA2689,N2
ABZ.I.S3.R1,33,35,32,34,7/13/23,albendazole,ECA2690,3,7/5/23,8,1,33.5,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R3,41,39,41,47,7/13/23,albendazole,ECA2690,3,7/5/23,8,3,42,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R5,33,29,36,32,7/13/23,albendazole,ECA2690,3,7/5/23,8,5,32.5,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R6,26,27,35,29,7/13/23,albendazole,ECA2690,3,7/5/23,8,6,29.25,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R7,37,39,43,41,7/12/23,albendazole,ECA2690,3,7/5/23,7,7,40,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R8,27,27,26,28,7/12/23,albendazole,ECA2690,3,7/5/23,7,8,27,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R9,26,25,24,25,7/12/23,albendazole,ECA2690,3,7/5/23,7,9,25,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.I.S3.R10,38,46,47,40,7/12/23,albendazole,ECA2690,3,7/5/23,7,10,42.75,27.425,15.13506323,110.275,0,49.325,30.73352356,67.91647644,0,****,ECA2690,N2
ABZ.F.S4.R2,40,43,38,45,7/13/23,albendazole,ECA2687,4,7/6/23,7,2,41.5,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.F.S4.R4,23,29,26,36,7/13/23,albendazole,ECA2687,4,7/6/23,7,4,28.5,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.F.S4.R5,12,14,12,16,7/14/23,albendazole,ECA2687,4,7/6/23,8,5,13.5,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.F.S4.R7,16,20,21,22,7/14/23,albendazole,ECA2687,4,7/6/23,8,7,19.75,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.F.S4.R8,29,34,27,34,7/13/23,albendazole,ECA2687,4,7/6/23,7,8,31,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.F.S4.R9,12,16,12,19,7/14/23,albendazole,ECA2687,4,7/6/23,8,9,14.75,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.F.S4.R10,9,14,9,18,7/14/23,albendazole,ECA2687,4,7/6/23,8,10,12.5,22.8,13.17763256,130.8,0,-5.796428571,-26.60898323,15.01612609,0.993,ns,ECA2687,N2
ABZ.G.S4.R1,17,18,16,19,7/13/23,albendazole,ECA2688,4,7/6/23,7,1,17.5,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R2,31,35,31,33,7/13/23,albendazole,ECA2688,4,7/6/23,7,2,32.5,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R3,4,4,2,5,7/14/23,albendazole,ECA2688,4,7/6/23,8,3,3.75,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R4,49,53,49,54,7/13/23,albendazole,ECA2688,4,7/6/23,7,4,51.25,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R5,9,11,10,11,7/14/23,albendazole,ECA2688,4,7/6/23,8,5,10.25,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R6,9,9,9,9,7/14/23,albendazole,ECA2688,4,7/6/23,8,6,9,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R7,50,53,47,49,7/13/23,albendazole,ECA2688,4,7/6/23,7,7,49.75,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R8,23,22,22,24,7/13/23,albendazole,ECA2688,4,7/6/23,7,8,22.75,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R9,14,13,13,15,7/13/23,albendazole,ECA2688,4,7/6/23,7,9,13.75,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.G.S4.R10,37,40,34,40,7/13/23,albendazole,ECA2688,4,7/6/23,7,10,37.75,24.825,17.10468178,226.1,0,-7.55,-26.4370856,11.3370856,0.934,ns,ECA2688,N2
ABZ.H.S4.R1,20,23,21,22,7/14/23,albendazole,ECA2689,4,7/6/23,8,1,21.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R2,19,23,21,23,7/14/23,albendazole,ECA2689,4,7/6/23,8,2,21.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R3,27,27,25,30,7/13/23,albendazole,ECA2689,4,7/6/23,7,3,27.25,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R4,17,22,21,22,7/14/23,albendazole,ECA2689,4,7/6/23,8,4,20.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R5,22,22,18,24,7/14/23,albendazole,ECA2689,4,7/6/23,8,5,21.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R6,30,25,23,33,7/14/23,albendazole,ECA2689,4,7/6/23,8,6,27.75,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R7,22,23,21,24,7/14/23,albendazole,ECA2689,4,7/6/23,8,7,22.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R8,24,26,25,28,7/14/23,albendazole,ECA2689,4,7/6/23,8,8,25.75,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R9,29,30,39,32,7/14/23,albendazole,ECA2689,4,7/6/23,8,9,32.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.H.S4.R10,22,24,24,28,7/14/23,albendazole,ECA2689,4,7/6/23,8,10,24.5,24.525,3.810530001,177.25,0,-7.25,-26.1370856,11.6370856,0.948,ns,ECA2689,N2
ABZ.I.S4.R1,16,18,16,21,7/14/23,albendazole,ECA2690,4,7/6/23,8,1,17.75,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R3,20,21,19,22,7/14/23,albendazole,ECA2690,4,7/6/23,8,3,20.5,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R5,14,15,11,16,7/15/23,albendazole,ECA2690,4,7/6/23,9,5,14,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R6,27,28,25,35,7/14/23,albendazole,ECA2690,4,7/6/23,8,6,28.75,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R7,14,15,9,20,7/14/23,albendazole,ECA2690,4,7/6/23,8,7,14.5,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R8,19,21,19,24,7/14/23,albendazole,ECA2690,4,7/6/23,8,8,20.75,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R9,13,16,17,21,7/14/23,albendazole,ECA2690,4,7/6/23,8,9,16.75,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.I.S4.R10,18,20,21,25,7/14/23,albendazole,ECA2690,4,7/6/23,8,10,21,15.45,9.027581194,110.275,0,-1.975,-22.00777945,18.05777945,1,ns,ECA2690,N2
ABZ.B.S4.R1,0,0,0,1,7/19/23,albendazole,ECA882,4,7/6/23,13,1,0.25,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R2,17,18,17,16,7/13/23,albendazole,ECA882,4,7/6/23,7,2,17,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R3,26,29,24,26,7/12/23,albendazole,ECA882,4,7/6/23,6,3,26.25,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R4,2,2,2,2,7/14/23,albendazole,ECA882,4,7/6/23,8,4,2,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R5,25,27,24,29,7/12/23,albendazole,ECA882,4,7/6/23,6,5,26.25,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R6,4,4,5,4,7/14/23,albendazole,ECA882,4,7/6/23,8,6,4.25,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R7,22,24,20,25,7/13/23,albendazole,ECA882,4,7/6/23,7,7,22.75,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R8,10,12,11,10,7/13/23,albendazole,ECA882,4,7/6/23,7,8,10.75,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R9,2,2,2,4,7/13/23,albendazole,ECA882,4,7/6/23,7,9,2.5,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.B.S4.R10,15,15,15,16,7/13/23,albendazole,ECA882,4,7/6/23,7,10,15.25,12.725,10.2302995,218.275,0,4.55,-14.3370856,23.4370856,0.997,ns,ECA882,N2
ABZ.A.S4.R1,25,24,25,26,7/13/23,albendazole,N2,4,7/6/23,7,1,25,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R2,5,6,5,8,7/14/23,albendazole,N2,4,7/6/23,8,2,6,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R3,1,3,1,4,7/17/23,albendazole,N2,4,7/6/23,11,3,2.25,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R4,3,4,3,9,7/14/23,albendazole,N2,4,7/6/23,8,4,4.75,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R5,19,22,19,22,7/13/23,albendazole,N2,4,7/6/23,7,5,20.5,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R6,1,2,1,1,7/16/23,albendazole,N2,4,7/6/23,10,6,1.25,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R7,31,33,28,32,7/13/23,albendazole,N2,4,7/6/23,7,7,31,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R8,37,42,30,37,7/13/23,albendazole,N2,4,7/6/23,7,8,36.5,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R9,45,46,35,49,7/12/23,albendazole,N2,4,7/6/23,6,9,43.75,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.A.S4.R10,0,2,3,2,7/15/23,albendazole,N2,4,7/6/23,9,10,1.75,17.275,16.112646,232.55,,,,,,,N2,N2
ABZ.E.S4.R3,2,2,1,3,7/15/23,albendazole,PHX2481,4,7/6/23,9,3,2,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.E.S4.R5,5,6,5,7,7/14/23,albendazole,PHX2481,4,7/6/23,8,5,5.75,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.E.S4.R6,14,15,15,16,7/13/23,albendazole,PHX2481,4,7/6/23,7,6,15,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.E.S4.R7,10,10,10,11,7/13/23,albendazole,PHX2481,4,7/6/23,7,7,10.25,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.E.S4.R8,33,37,37,44,7/13/23,albendazole,PHX2481,4,7/6/23,7,8,37.75,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.E.S4.R9,18,20,21,23,7/13/23,albendazole,PHX2481,4,7/6/23,7,9,20.5,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.E.S4.R10,3,6,2,10,7/13/23,albendazole,PHX2481,4,7/6/23,7,10,5.25,9.925,11.8239693,150.925,0,-3.489285714,-24.30184037,17.32326894,1,ns,PHX2481,N2
ABZ.D.S4.R2,42,43,32,48,7/13/23,albendazole,PHX2502,4,7/6/23,7,2,41.25,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R3,29,32,29,38,7/13/23,albendazole,PHX2502,4,7/6/23,7,3,32,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R4,23,29,23,29,7/14/23,albendazole,PHX2502,4,7/6/23,8,4,26,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R5,18,19,16,26,7/14/23,albendazole,PHX2502,4,7/6/23,8,5,19.75,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R6,0,0,31,0,NA,albendazole,PHX2502,4,7/6/23,06/24/1776,6,7.75,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R7,33,39,31,44,7/13/23,albendazole,PHX2502,4,7/6/23,7,7,36.75,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R8,33,40,11,45,7/13/23,albendazole,PHX2502,4,7/6/23,7,8,32.25,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R9,12,13,11,13,7/14/23,albendazole,PHX2502,4,7/6/23,8,9,12.25,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.D.S4.R10,28,34,28,42,7/13/23,albendazole,PHX2502,4,7/6/23,7,10,33,26.675,10.69205962,146.75,0,9.502777778,-9.901858044,28.9074136,0.82,ns,PHX2502,N2
ABZ.C.S4.R1,69,70,68,66,7/13/23,albendazole,PHX2647,4,7/6/23,7,1,68.25,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R2,39,41,40,46,7/13/23,albendazole,PHX2647,4,7/6/23,7,2,41.5,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R3,17,19,17,19,7/13/23,albendazole,PHX2647,4,7/6/23,7,3,18,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R4,3,5,3,9,7/14/23,albendazole,PHX2647,4,7/6/23,8,4,5,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R5,6,7,7,8,7/13/23,albendazole,PHX2647,4,7/6/23,7,5,7,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R6,45,47,41,50,7/13/23,albendazole,PHX2647,4,7/6/23,7,6,45.75,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R7,9,8,6,9,7/13/23,albendazole,PHX2647,4,7/6/23,7,7,8,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R8,32,35,32,36,7/13/23,albendazole,PHX2647,4,7/6/23,7,8,33.75,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R9,24,26,19,26,7/13/23,albendazole,PHX2647,4,7/6/23,7,9,23.75,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2
ABZ.C.S4.R10,36,42,24,44,7/13/23,albendazole,PHX2647,4,7/6/23,7,10,36.5,28.75,20.28991266,204.125,0,11.475,-7.412085597,30.3620856,0.587,ns,PHX2647,N2